Movie Title,Year of Realease,Genre,Movie Rating,Duration,Gross,Worldwide LT Gross,Metascore,Votes,Logline
Suicide Squad,2016,"Action,Adventure,Fantasy",5.9,123,$325.10M,"$746,846,894",40,"682,385",A secret government agency recruits some of the most dangerous incarcerated super-villains to form a defensive task force. Their first mission: save the world from the apocalypse.
X-Men: Days of Future Past,2014,"Action,Adventure,Sci-Fi",7.9,132,$233.92M,"$746,045,700",75,"710,007",The X-Men send Wolverine to the past in a desperate effort to change history and prevent an event that results in doom for both humans and mutants.
"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",2005,"Adventure,Family,Fantasy",6.9,143,$291.71M,"$745,013,115",75,"397,304",Four kids travel through a wardrobe to the land of Narnia and learn of their destiny to free it with the guidance of a mystical lion.
Monsters University,2013,"Animation,Adventure,Comedy",7.2,104,$268.49M,"$743,559,645",65,"358,803","A look at the relationship between Mike Wazowski (Billy Crystal) and James P. ""Sully"" Sullivan (John Goodman) during their days at Monsters University, when they weren't necessarily the best of friends."
The Matrix Reloaded,2003,"Action,Sci-Fi",7.2,138,$281.49M,"$741,847,937",62,"592,924","Freedom fighters Neo, Trinity and Morpheus continue to lead the revolt against the Machine Army, unleashing their arsenal of extraordinary skills and weaponry against the systematic forces of repression and exploitation."
Up,2009,"Animation,Adventure,Comedy",8.3,96,$293.00M,"$735,099,102",88,"1,035,685","78-year-old Carl Fredricksen travels to Paradise Falls in his house equipped with balloons, inadvertently taking a young stowaway."
Ne Zha zhi mo tong jiang shi,2019,"Animation,Action,Adventure",7.4,110,$3.70M,"$726,264,074",54,"7,676","Born with unique powers, a boy is recruited to fight demons and save the community that fears him."
F9,2021,"Action,Crime,Thriller",5.2,143,$173.20M,"$726,229,501",58,"130,723",Dom and the crew must take on an international terrorist who turns out to be Dom and Mia's estranged brother.
Gravity,2013,"Drama,Sci-Fi,Thriller",7.7,91,$274.09M,"$723,192,705",96,"822,546",Two astronauts work together to survive after an accident leaves them stranded in space.
Captain America: The Winter Soldier,2014,"Action,Adventure,Sci-Fi",7.8,136,$259.77M,"$714,421,503",70,"838,915","As Steve Rogers struggles to embrace his role in the modern world, he teams up with a fellow Avenger and S.H.I.E.L.D agent, Black Widow, to battle a new threat from history: an assassin known as the Winter Soldier."
The Twilight Saga: Breaking Dawn - Part 1,2011,"Adventure,Drama,Fantasy",4.9,117,$281.29M,"$712,205,856",45,"240,895","The Quileutes close in on expecting parents Edward and Bella, whose unborn child poses a threat to the Wolf Pack and the towns people of Forks."
The Twilight Saga: New Moon,2009,"Adventure,Drama,Fantasy",4.7,130,$296.62M,"$711,025,481",44,"284,729","Edward leaves Bella after an attack that nearly claimed her life, and, in her depression, she falls into yet another difficult relationship - this time with her close friend, Jacob Black."
Dawn of the Planet of the Apes,2014,"Action,Adventure,Drama",7.6,130,$208.55M,"$710,644,566",79,"441,019",The fragile peace between apes and humans is threatened as mistrust and betrayal threaten to plunge both tribes into a war for dominance over the Earth.
Transformers,2007,"Action,Adventure,Sci-Fi",7.0,144,$319.25M,"$709,709,780",61,"636,038","An ancient struggle between two Cybertronian races, the heroic Autobots and the evil Decepticons, comes to Earth, with a clue to the ultimate power held by a teenager."
The Amazing Spider-Man 2,2014,"Action,Adventure,Sci-Fi",6.6,142,$202.85M,"$708,982,323",53,"495,780","When New York is put under siege by Oscorp, it is up to Spider-Man to save the city he swore to protect as well as his loved ones."
It,2017,Horror,7.3,135,$327.48M,"$701,842,551",69,"540,445","In the summer of 1989, a group of bullied kids band together to destroy a shape-shifting monster, which disguises itself as a clown and preys on the children of Derry, their small Maine town."
Interstellar,2014,"Adventure,Drama,Sci-Fi",8.6,169,$188.02M,"$701,729,206",74,"1,795,113",A team of explorers travel through a wormhole in space in an attempt to ensure humanity's survival.
Liu lang di qiu,2019,"Action,Adventure,Sci-Fi",5.9,125,$5.88M,"$699,992,512",57,"30,681","As the sun is dying out, people all around the world build giant planet thrusters to move Earth out of its orbit and sail Earth to a new star system. Yet the 2500-year journey comes with unexpected dangers, and in order to save humanity, a group of young people in this age of a wandering Earth fight hard for the survival of humankind."
The Twilight Saga: Eclipse,2010,"Action,Adventure,Drama",5.0,124,$300.53M,"$698,491,347",58,"246,316","As a string of mysterious killings grips Seattle, Bella, whose high school graduation is fast approaching, is forced to choose between her love for vampire Edward and her friendship with werewolf Jacob."
Mission: Impossible - Ghost Protocol,2011,"Action,Thriller",7.4,132,$209.40M,"$694,713,380",73,"489,750","The IMF is shut down when it's implicated in the bombing of the Kremlin, causing Ethan Hunt and his new team to go rogue to clear their organization's name."
The Hunger Games,2012,"Action,Adventure,Sci-Fi",7.2,142,$408.01M,"$694,394,724",68,"913,111",Katniss Everdeen voluntarily takes her younger sister's place in the Hunger Games: a televised competition in which two teenagers from each of the twelve Districts of Panem are chosen at random to fight to the death.
Tang ren jie tan an 3,2021,"Action,Adventure,Comedy",5.6,136,******,"$686,257,563",******,"2,032",A major crime occurs in Tokyo when detectives Tang Ren and Qin Feng are invited to investigate the crime. A battle between the strongest detectives in Asia is about to break out with bursts of laughter.
Mission: Impossible - Rogue Nation,2015,"Action,Adventure,Thriller",7.4,131,$195.04M,"$682,716,636",75,"372,665",Ethan and his team take on their most impossible mission yet when they have to eradicate an international rogue organization as highly skilled as they are and committed to destroying the IMF.
Forrest Gump,1994,"Drama,Romance",8.8,142,$330.25M,"$678,226,465",82,"2,053,012","The presidencies of Kennedy and Johnson, the Vietnam War, the Watergate scandal and other historical events unfold from the perspective of an Alabama man with an IQ of 75, whose only desire is to be reunited with his childhood sweetheart."
Doctor Strange,2016,"Action,Adventure,Fantasy",7.5,115,$232.64M,"$677,796,076",72,"735,360","While on a journey of physical and spiritual healing, a brilliant neurosurgeon is drawn into the world of the mystic arts."
The Sixth Sense,1999,"Drama,Mystery,Thriller",8.2,107,$293.51M,"$672,806,432",64,"985,833","A frightened, withdrawn Philadelphia boy who communicates with spirits seeks the help of a disheartened child psychologist."
Man of Steel,2013,"Action,Adventure,Sci-Fi",7.1,143,$291.05M,"$668,045,518",55,"765,934",An alien child is evacuated from his dying world and sent to Earth to live among humans. His peace is threatened when other survivors of his home planet invade Earth.
Ice Age: The Meltdown,2006,"Animation,Adventure,Comedy",6.8,91,$195.33M,"$667,094,506",60,"278,310","Manny, Sid, and Diego discover that the ice age is coming to an end, and join everybody for a journey to higher ground. On the trip, they discover that Manny, in fact, is not the last of the woolly mammoths."
Kung Fu Panda 2,2011,"Animation,Action,Adventure",7.2,90,$165.25M,"$665,692,281",67,"284,471","Po and his friends fight to stop a peacock villain from conquering China with a deadly new weapon, but first the Dragon Warrior must come to terms with his past."
Justice League,2017,"Action,Adventure,Fantasy",6.1,120,$229.02M,"$657,926,987",45,"450,520","Fueled by his restored faith in humanity and inspired by Superman's selfless act, Bruce Wayne enlists the help of his new-found ally, Diana Prince, to face an even greater enemy."
Big Hero 6,2014,"Animation,Action,Adventure",7.8,102,$222.53M,"$657,869,686",74,"459,347","A special bond develops between plus-sized inflatable robot Baymax and prodigy Hiro Hamada, who together team up with a group of friends to form a band of high-tech heroes."
Fantastic Beasts: The Crimes of Grindelwald,2018,"Adventure,Family,Fantasy",6.5,134,$159.56M,"$654,855,901",52,"281,427","The second installment of the ""Fantastic Beasts"" series featuring the adventures of Magizoologist Newt Scamander."
Pirates of the Caribbean: The Curse of the Black Pearl,2003,"Action,Adventure,Fantasy",8.1,143,$305.41M,"$654,264,015",63,"1,119,228","Blacksmith Will Turner teams up with eccentric pirate ""Captain"" Jack Sparrow to save his love, the governor's daughter, from Jack's former pirate allies, who are now undead."
Star Wars: Episode II - Attack of the Clones,2002,"Action,Adventure,Fantasy",6.6,142,$310.68M,"$653,779,970",54,"707,156","Ten years after initially meeting, Anakin Skywalker shares a forbidden romance with Padmé Amidala, while Obi-Wan Kenobi investigates an assassination attempt on the senator and discovers a secret clone army crafted for the Jedi."
The Hunger Games: Mockingjay - Part 2,2015,"Action,Adventure,Sci-Fi",6.5,137,$281.72M,"$653,428,261",65,"325,499",Katniss and a team of rebels from District 13 prepare for the final battle that will decide the fate of Panem.
Thor: The Dark World,2013,"Action,Adventure,Fantasy",6.8,112,$206.36M,"$644,783,140",54,"679,421","When the Dark Elves attempt to plunge the universe into darkness, Thor must embark on a perilous and personal journey that will reunite him with doctor Jane Foster."
Moana,2016,"Animation,Adventure,Comedy",7.6,107,$248.76M,"$643,355,082",81,"333,042","In Ancient Polynesia, when a terrible curse incurred by the Demigod Maui reaches Moana's island, she answers the Ocean's call to seek out the Demigod to set things right."
Sing,2016,"Animation,Comedy,Family",7.1,108,$270.40M,"$634,338,384",59,"169,094","In a city of humanoid animals, a hustling theater impresario's attempt to save his theater with a singing competition becomes grander than he anticipates even as its finalists find that their lives will never be the same."
Kung Fu Panda,2008,"Animation,Action,Adventure",7.6,92,$215.43M,"$632,083,197",74,"467,487","To everyone's surprise, including his own, Po, an overweight, clumsy panda, is chosen as protector of the Valley of Peace. His suitability will soon be tested as the valley's arch-enemy is on his way."
The Incredibles,2004,"Animation,Action,Adventure",8.0,115,$261.44M,"$631,607,053",90,"731,233","While trying to lead a quiet suburban life, a family of undercover superheroes are forced into action to save the world."
The Martian,2015,"Adventure,Drama,Sci-Fi",8.0,144,$228.43M,"$630,620,818",80,"846,681","An astronaut becomes stranded on Mars after his team assume him dead, and must rely on his ingenuity to find a way to signal to Earth that he is alive and can survive until a potential rescue."
Hancock,2008,"Action,Drama,Fantasy",6.4,92,$227.95M,"$629,443,428",49,"481,308",Hancock is a superhero whose ill-considered behavior regularly causes damage in the millions. He changes when the person he saves helps him improve his public image.
Chang jin hu zhi shui men qiao,2022,"Action,Drama,History",5.4,153,******,"$626,571,280",******,782,"Sequel to ""The Battle at Lake Changjin"". Follows the Chinese People's Volunteers (CPV) soldiers on a new task, and now their battlefield is a crucial bridge on the retreat route of American troops."
Fast Five,2011,"Action,Crime,Thriller",7.3,130,$209.84M,"$626,137,675",66,"380,863",Dominic Toretto and his crew of street racers plan a massive heist to buy their freedom while in the sights of a powerful Brazilian drug lord and a dangerous federal agent.
Men in Black 3,2012,"Action,Adventure,Comedy",6.8,106,$179.02M,"$624,026,776",58,"362,935",Agent J travels in time to M.I.B.'s early days in 1969 to stop an alien from assassinating his friend Agent K and changing history.
Iron Man 2,2010,"Action,Adventure,Sci-Fi",6.9,124,$312.43M,"$623,933,331",57,"811,868","With the world now aware of his identity as Iron Man, Tony Stark must contend with both his declining health and a vengeful mad man with ties to his father's legacy."
Ratatouille,2007,"Animation,Adventure,Comedy",8.1,111,$206.45M,"$623,726,085",96,"728,597",A rat who can cook makes an unusual alliance with a young kitchen worker at a famous Paris restaurant.
Ant-Man and the Wasp,2018,"Action,Adventure,Comedy",7.0,118,$216.65M,"$622,674,139",70,"397,307","As Scott Lang balances being both a superhero and a father, Hope van Dyne and Dr. Hank Pym present an urgent new mission that finds the Ant-Man fighting alongside The Wasp to uncover secrets from their past."
